Go Trial:,1,1,0.383,
Go Trial:,1,1,0.2815,
Go Trial:,1,1,0.3666,
Go Trial:,1,1,0.656,
Go Trial:,1,1,0.3668,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3827,
Go Trial:,1,1,0.3164,
Go Trial:,1,1,0.433,
Go Trial:,1,1,0.4,
Go Trial:,1,1,0.3105,
Go Trial:,1,1,0.4,
Go Trial:,1,1,0.3334,
Go Trial:,1,1,0.4495,
Go Trial:,1,1,0.517,
Go Trial:,1,1,0.2831,
Go Trial:,1,1,0.2486,
Go Trial:,1,1,0.2835,
Go Trial:,1,1,0.3167,
Go Trial:,1,1,0.2832,
Go Trial:,1,1,0.3336,
Stop Trial:,0,0,0.3176,0.05
Go Trial:,1,1,0.4997,
Go Trial:,1,1,0.2818,
Go Trial:,1,1,0.3657,
Go Trial:,1,1,0.8672,
Go Trial:,1,1,0.3828,
Go Trial:,1,1,0.4161,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.9002,
Go Trial:,1,1,0.4333,
Go Trial:,1,0,0,
Go Trial:,1,1,0.3668,
Go Trial:,1,1,0.3496,
Go Trial:,1,1,0.349,
Go Trial:,1,1,1.4323,
Go Trial:,1,1,0.35,
Go Trial:,1,1,0.4161,
Stop Trial:,0,1,0,0.1
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3664,
Go Trial:,1,1,0.3325,
Go Trial:,1,1,0.2994,
Go Trial:,1,1,0.3337,
Go Trial:,1,1,0.3997,
Go Trial:,1,1,0.3491,
Go Trial:,1,1,0.3498,
Stop Trial:,0,0,0.4327,0.1
Go Trial:,1,1,0.6666,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.3826,
Go Trial:,1,1,0.7323,
Go Trial:,1,1,0.3837,
Go Trial:,1,1,0.3334,
Stop Trial:,0,0,0.3665,0.2
Go Trial:,1,1,0.3156,
Go Trial:,1,1,0.3665,
Go Trial:,1,1,0.3332,
Stop Trial:,0,1,0,0.1
Stop Trial:,0,1,0,0.1
Stop Trial:,0,0,0.3,0.1
Go Trial:,1,1,0.9652,
Go Trial:,1,1,0.4,
Go Trial:,1,1,0.5666,
Go Trial:,1,1,0.5155,
Go Trial:,1,1,0.5168,
Go Trial:,1,1,0.3498,
Go Trial:,1,1,0.3502,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.3003,
Go Trial:,1,1,0.3999,
Go Trial:,1,1,0.6337,
Go Trial:,1,1,0.2817,
Go Trial:,1,1,0.5166,
Go Trial:,1,1,0.45,
Go Trial:,1,1,0.4334,
Go Trial:,1,1,0.5503,
Go Trial:,1,1,0.3325,
Go Trial:,1,1,0.3658,
Go Trial:,1,1,0.3658,
Go Trial:,1,1,0.4003,
Stop Trial:,0,0,1.1465,0.2
Go Trial:,1,1,0.4166,
Go Trial:,1,1,0.383,
Go Trial:,1,1,0.3334,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.5841,
Stop Trial:,0,1,0,0.1
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.3833,
Go Trial:,1,1,0.3838,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.9332,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.4003,
Go Trial:,1,1,0.3834,
Go Trial:,1,1,0.299,
Go Trial:,1,1,0.3,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.3171,
Go Trial:,1,1,0.2999,
Go Trial:,1,1,0.7832,
Go Trial:,1,1,0.3157,
Go Trial:,1,1,0.4166,
Go Trial:,1,1,0.3172,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.4664,
Go Trial:,1,1,0.4162,
Go Trial:,1,1,0.3324,
Go Trial:,1,1,0.2667,
Go Trial:,1,1,0.3664,
Go Trial:,1,1,0.367,
Go Trial:,1,1,0.316,
Go Trial:,1,1,0.4164,
Go Trial:,1,1,0.3001,
Go Trial:,1,1,0.2669,
Go Trial:,1,1,0.3032,
Stop Trial:,0,0,0.4487,0.05
Go Trial:,1,1,0.3659,
Go Trial:,1,1,0.3328,
Go Trial:,1,1,0.4329,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3158,
Go Trial:,1,1,0.2993,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.4665,
Go Trial:,1,1,0.5163,
Stop Trial:,0,0,0.2833,0.1
Go Trial:,1,1,0.383,
Go Trial:,1,1,0.3821,
Go Trial:,1,1,0.3166,
Go Trial:,1,1,0.3661,
Go Trial:,1,1,0.316,
Go Trial:,1,1,0.3499,
Go Trial:,1,1,0.3325,
Go Trial:,1,1,0.4162,
Go Trial:,1,1,0.3824,
Stop Trial:,0,1,0,0.2
Stop Trial:,0,0,0.2837,0.05
Stop Trial:,0,1,0,0.1
Stop Trial:,0,1,0,0.2
Stop Trial:,0,1,0,0.2
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.6497,
Go Trial:,1,0,0,
Go Trial:,1,1,0.3164,
Go Trial:,1,1,0.4498,
Go Trial:,1,1,0.4164,
Go Trial:,1,1,0.3496,
Go Trial:,1,1,0.4001,
